epoch,duration_output_accuracy,duration_output_loss,duration_output_top3_accuracy,loss,pitch_output_accuracy,pitch_output_loss,pitch_output_top3_accuracy,tempo_output_accuracy,tempo_output_loss,tempo_output_top3_accuracy,time_shift_output_accuracy,time_shift_output_loss,time_shift_output_top3_accuracy,type_output_accuracy,type_output_loss,type_output_top3_accuracy,val_duration_output_accuracy,val_duration_output_loss,val_duration_output_top3_accuracy,val_loss,val_pitch_output_accuracy,val_pitch_output_loss,val_pitch_output_top3_accuracy,val_tempo_output_accuracy,val_tempo_output_loss,val_tempo_output_top3_accuracy,val_time_shift_output_accuracy,val_time_shift_output_loss,val_time_shift_output_top3_accuracy,val_type_output_accuracy,val_type_output_loss,val_type_output_top3_accuracy
1,0.5908094644546509,1.1926782131195068,0.8896757364273071,5.958800315856934,0.12223315984010696,3.5642786026000977,0.24217981100082397,0.9979993104934692,0.00821866188198328,0.9993330836296082,0.6835720539093018,0.7387018203735352,0.9832004904747009,0.8490901589393616,0.454955518245697,1.0,0.6213564872741699,1.258715271949768,0.8368834257125854,18.896041870117188,0.14041480422019958,3.3009281158447266,0.2942825257778168,0.0,13.25184154510498,0.13368834555149078,0.7900784611701965,0.5286765694618225,0.996076226234436,0.8234304785728455,0.5585362911224365,1.0
2,0.6142780184745789,1.1176859140396118,0.9000603556632996,5.410684585571289,0.14630505442619324,3.2971930503845215,0.30293118953704834,0.9999047517776489,0.0007944005192257464,1.0,0.7642351388931274,0.5613353848457336,0.9898694753646851,0.8517577648162842,0.43280309438705444,1.0,0.6115471124649048,1.2697763442993164,0.8290358781814575,20.108293533325195,0.15807174146175385,3.199580430984497,0.33323991298675537,0.0,14.642563819885254,0.10341928154230118,0.788957417011261,0.4624900817871094,0.9966367483139038,0.8209080696105957,0.5408099293708801,1.0
3,0.6262504458427429,1.0901962518692017,0.9018704891204834,5.198850631713867,0.16415256261825562,3.1736958026885986,0.33021053671836853,0.9999047517776489,0.0005364867392927408,1.0,0.7882117629051208,0.5127283334732056,0.9908857345581055,0.8561402559280396,0.42197248339653015,1.0,0.6179932951927185,1.2851604223251343,0.8307175040245056,20.602834701538086,0.16844169795513153,3.1749892234802246,0.34697309136390686,0.0,15.170241355895996,0.09164798259735107,0.7881165742874146,0.45298805832862854,0.9971973299980164,0.8225896954536438,0.5248619318008423,1.0
4,0.6284416913986206,1.080653190612793,0.9059671759605408,5.057064533233643,0.17834798991680145,3.074005365371704,0.3569818139076233,0.9999364614486694,0.0004142560064792633,1.0,0.8012321591377258,0.4878435432910919,0.9920607209205627,0.8587443232536316,0.4127526581287384,1.0,0.6168721914291382,1.2456939220428467,0.8436098694801331,21.791088104248047,0.15975336730480194,3.223750352859497,0.3211883306503296,0.0,16.37092399597168,0.13761210441589355,0.8195067048072815,0.4187227189540863,0.9969170689582825,0.8178251385688782,0.5369328260421753,1.0
5,0.63368159532547,1.0653468370437622,0.9096827507019043,4.930058479309082,0.19311505556106567,2.992065906524658,0.3801009953022003,0.9999364614486694,0.0003975297149736434,1.0,0.8103147149085999,0.46703872084617615,0.9926323294639587,0.8619200587272644,0.4036674201488495,1.0,0.6233183741569519,1.2794458866119385,0.8304372429847717,24.201894760131836,0.1589125543832779,3.2468130588531494,0.32987669110298157,0.0,18.688888549804688,0.12696188688278198,0.7920403480529785,0.4522477686405182,0.9977578520774841,0.814461886882782,0.540266215801239,1.0
6,0.6368891000747681,1.0573524236679077,0.9101591110229492,4.824562072753906,0.20718346536159515,2.918321371078491,0.40318840742111206,0.9999682307243347,0.00017626654880587012,1.0,0.8191114068031311,0.44897398352622986,0.9932039976119995,0.8627457022666931,0.39786237478256226,1.0,0.6182735562324524,1.278367042541504,0.8444506525993347,24.871482849121094,0.1569506675004959,3.288694143295288,0.3312780261039734,0.0,19.325773239135742,0.11266816407442093,0.8116592168807983,0.4412567913532257,0.9977578520774841,0.8125,0.5426300168037415,1.0
7,0.6432405114173889,1.043721318244934,0.9109848141670227,4.7252197265625,0.21642477810382843,2.8519272804260254,0.4225602447986603,1.0,7.99349436420016e-05,1.0,0.8257169127464294,0.4357540011405945,0.9934262633323669,0.8637619614601135,0.3917415738105774,1.0,0.6219170689582825,1.2566578388214111,0.8447309136390686,25.583581924438477,0.15975336730480194,3.284526824951172,0.34557175636291504,0.0,20.072622299194336,0.09080717712640762,0.7993273735046387,0.4492475688457489,0.9983183741569519,0.8127802610397339,0.5281975865364075,1.0
8,0.6452094316482544,1.0374044179916382,0.9124138355255127,4.6747941970825195,0.2256343513727188,2.8175885677337646,0.4333259165287018,0.9999682307243347,0.000257698236964643,1.0,0.8275270462036133,0.4305559992790222,0.9939026236534119,0.8663342595100403,0.3870618939399719,1.0,0.6143497824668884,1.2936033010482788,0.8318385481834412,25.158212661743164,0.14405830204486847,3.3468403816223145,0.3309977650642395,0.0,19.487882614135742,0.10397981852293015,0.7895179390907288,0.4778786301612854,0.996076226234436,0.816423773765564,0.5621978640556335,1.0
9,0.6440026760101318,1.0303281545639038,0.9140652418136597,4.610459804534912,0.23624122142791748,2.7773163318634033,0.44259899854660034,0.9999682307243347,0.00021410669432953,1.0,0.8340373039245605,0.4174598753452301,0.9937756061553955,0.8668423891067505,0.382929265499115,1.0,0.6177130341529846,1.2839603424072266,0.8382847309112549,27.52987289428711,0.1555493324995041,3.335758686065674,0.33380043506622314,0.0,21.958789825439453,0.07146860659122467,0.8225896954536438,0.42104822397232056,0.9977578520774841,0.8175448179244995,0.5396670699119568,1.0
10,0.6470195651054382,1.0251357555389404,0.9140652418136597,4.557726860046387,0.24014735221862793,2.740379571914673,0.45257073640823364,1.0,4.247849210514687e-05,1.0,0.8357838988304138,0.41241633892059326,0.9942519664764404,0.8684302568435669,0.37749695777893066,1.0,0.6107062697410583,1.2766954898834229,0.8573430776596069,26.291484832763672,0.1505044847726822,3.3801486492156982,0.33380043506622314,0.0,20.637645721435547,0.0809977576136589,0.8012892603874207,0.43770718574523926,0.9969170689582825,0.8189461827278137,0.5686799883842468,1.0
