epoch,duration_output_accuracy,duration_output_loss,duration_output_top3_accuracy,loss,pitch_output_accuracy,pitch_output_loss,pitch_output_top3_accuracy,tempo_output_accuracy,tempo_output_loss,tempo_output_top3_accuracy,time_shift_output_accuracy,time_shift_output_loss,time_shift_output_top3_accuracy,type_output_accuracy,type_output_loss,type_output_top3_accuracy,val_duration_output_accuracy,val_duration_output_loss,val_duration_output_top3_accuracy,val_loss,val_pitch_output_accuracy,val_pitch_output_loss,val_pitch_output_top3_accuracy,val_tempo_output_accuracy,val_tempo_output_loss,val_tempo_output_top3_accuracy,val_time_shift_output_accuracy,val_time_shift_output_loss,val_time_shift_output_top3_accuracy,val_type_output_accuracy,val_type_output_loss,val_type_output_top3_accuracy
1,0.3927720785140991,1.568380355834961,0.8231128454208374,8.650880813598633,0.03137603774666786,4.838134288787842,0.097621388733387,0.9374702572822571,0.32248812913894653,0.9984121322631836,0.5152910351753235,1.3607293367385864,0.882720947265625,0.8442313075065613,0.5504525899887085,1.0,0.5540919303894043,1.4093676805496216,0.8503363132476807,12.274539947509766,0.05857623368501663,3.9313299655914307,0.30016815662384033,0.0,5.380667686462402,0.9515134692192078,0.6036995649337769,1.0353131294250488,0.9882286787033081,0.8234304785728455,0.5183223485946655,1.0
2,0.4850265085697174,1.3959612846374512,0.8622058629989624,6.95155668258667,0.1140398234128952,3.9139676094055176,0.21740925312042236,0.9953317046165466,0.043656788766384125,1.0,0.5452062487602234,1.1095472574234009,0.9501095414161682,0.8508368134498596,0.4845454692840576,1.0,0.5885650515556335,1.290514588356018,0.8503363132476807,12.02822208404541,0.1639574021100998,3.58180570602417,0.29988789558410645,0.0,5.7287139892578125,0.8581838607788086,0.6036995649337769,0.907383918762207,0.9907511472702026,0.8234304785728455,0.5198978781700134,1.0
3,0.5822033286094666,1.2561705112457275,0.8722410798072815,6.537207126617432,0.1223919466137886,3.784583568572998,0.2178220897912979,0.9998094439506531,0.02821141481399536,1.0,0.5451427698135376,0.9858720302581787,0.9693226218223572,0.8508368134498596,0.4778004288673401,1.0,0.5983744263648987,1.2926746606826782,0.845571756362915,12.359567642211914,0.1639574021100998,3.4814603328704834,0.3024103045463562,0.0,6.206927299499512,0.801008939743042,0.5980941653251648,0.8593825101852417,0.9868273735046387,0.8234304785728455,0.5191565752029419,1.0
4,0.589475691318512,1.2186009883880615,0.8831973075866699,6.376261234283447,0.1223919466137886,3.732835054397583,0.2213153839111328,0.9998729825019836,0.018786612898111343,1.0,0.5531455278396606,0.9294670820236206,0.9823113083839417,0.8508368134498596,0.4718984365463257,1.0,0.6008968353271484,1.2932020425796509,0.8461322784423828,12.530356407165527,0.1639574021100998,3.43890118598938,0.30493274331092834,0.0,6.454472541809082,0.810538113117218,0.6359304785728455,0.829088568687439,0.9865471124649048,0.8234304785728455,0.5149282217025757,1.0
5,0.5915399193763733,1.2053160667419434,0.8867858648300171,6.273350238800049,0.1223919466137886,3.7000668048858643,0.22303026914596558,1.0,0.01474330760538578,1.0,0.586681067943573,0.8882247805595398,0.9838991165161133,0.8507097959518433,0.46021345257759094,1.0,0.5992152690887451,1.3033989667892456,0.8391255736351013,12.479390144348145,0.1639574021100998,3.415839910507202,0.30465245246887207,0.0,6.465219974517822,0.8595852255821228,0.6502242088317871,0.7854542136192322,0.9857062697410583,0.8234304785728455,0.5097377896308899,1.0
6,0.5963987708091736,1.1931411027908325,0.8892946839332581,6.162452220916748,0.1223919466137886,3.674243211746216,0.22534853219985962,0.9999364614486694,0.01227418053895235,1.0,0.6412080526351929,0.8278923630714417,0.9839626550674438,0.8508368134498596,0.44995906949043274,1.0,0.5947309136390686,1.319081425666809,0.8287556171417236,12.376269340515137,0.1639574021100998,3.3949038982391357,0.2923206388950348,0.0,6.421589374542236,0.8878923654556274,0.6701233386993408,0.7326081395149231,0.9871076345443726,0.8234304785728455,0.5085117220878601,1.0
7,0.6003048419952393,1.1803926229476929,0.8916447162628174,6.061831474304199,0.1223919466137886,3.65242600440979,0.22830194234848022,1.0,0.010384957306087017,1.0,0.6757280230522156,0.7689164280891418,0.9843754768371582,0.8506144881248474,0.44459104537963867,1.0,0.5941703915596008,1.325518250465393,0.8304372429847717,12.373128890991211,0.1639574021100998,3.3779146671295166,0.2934417128562927,0.0,6.469935894012451,0.8948991298675537,0.6866592168807983,0.6910237073898315,0.9910314083099365,0.8234304785728455,0.5091835856437683,1.0
8,0.6036075949668884,1.1683911085128784,0.8923115730285645,5.969235897064209,0.12245546281337738,3.632627248764038,0.2318587452173233,1.0,0.00906351674348116,1.0,0.706278383731842,0.7140137553215027,0.9846612811088562,0.850963830947876,0.439873605966568,1.0,0.5989349484443665,1.3237407207489014,0.8301569223403931,12.366826057434082,0.1639574021100998,3.363765239715576,0.2906390130519867,0.0,6.5203986167907715,0.9013453125953674,0.7073991298675537,0.6491664052009583,0.992432713508606,0.8234304785728455,0.5102707743644714,1.0
9,0.605989396572113,1.1580108404159546,0.8938041925430298,5.884974002838135,0.12229667603969574,3.6124892234802246,0.23582838475704193,1.0,0.007976186461746693,1.0,0.733684778213501,0.665145218372345,0.9855822920799255,0.8513131737709045,0.4358634650707245,1.0,0.5952914953231812,1.321221113204956,0.8307175040245056,12.402278900146484,0.16283632814884186,3.3530642986297607,0.28951793909072876,0.0,6.60758638381958,0.8632286787033081,0.7261771559715271,0.609216034412384,0.994114339351654,0.8234304785728455,0.511939525604248,1.0
10,0.6091968417167664,1.1487702131271362,0.8946933746337891,5.813539981842041,0.12264600396156311,3.5906176567077637,0.24113182723522186,1.0,0.006975426338613033,1.0,0.7484200596809387,0.6288942694664001,0.986376166343689,0.851535439491272,0.4324181079864502,1.0,0.6003363132476807,1.319500207901001,0.8307175040245056,12.437198638916016,0.1619955152273178,3.3449909687042236,0.2923206388950348,0.0,6.685723304748535,0.8329596519470215,0.7393497824668884,0.5740963220596313,0.996076226234436,0.8234304785728455,0.5137413740158081,1.0
