epoch,duration_output_accuracy,duration_output_loss,duration_output_top3_accuracy,loss,pitch_output_accuracy,pitch_output_loss,pitch_output_top3_accuracy,tempo_output_accuracy,tempo_output_loss,tempo_output_top3_accuracy,time_shift_output_accuracy,time_shift_output_loss,time_shift_output_top3_accuracy,type_output_accuracy,type_output_loss,type_output_top3_accuracy,val_duration_output_accuracy,val_duration_output_loss,val_duration_output_top3_accuracy,val_loss,val_pitch_output_accuracy,val_pitch_output_loss,val_pitch_output_top3_accuracy,val_tempo_output_accuracy,val_tempo_output_loss,val_tempo_output_top3_accuracy,val_time_shift_output_accuracy,val_time_shift_output_loss,val_time_shift_output_top3_accuracy,val_type_output_accuracy,val_type_output_loss,val_type_output_top3_accuracy
1,0.5686649084091187,1.1073137521743774,0.9505612850189209,6.060476303100586,0.07547169923782349,3.4954724311828613,0.19321709871292114,0.9087651968002319,0.3364197909832001,0.9945068359375,0.6708860993385315,1.0111490488052368,0.949367105960846,0.9823262691497803,0.10101576149463654,1.0,0.560490071773529,1.1380566358566284,0.9372128844261169,7.925292015075684,0.09647779166698456,3.2062699794769287,0.24808575212955475,0.47320061922073364,3.117983341217041,0.47320061922073364,0.7702909708023071,0.811988890171051,0.9678407311439514,1.0,0.0036223307251930237,1.0
2,0.6305230259895325,0.9117739796638489,0.953666090965271,4.857449531555176,0.0983998104929924,3.329490900039673,0.24170050024986267,1.0,0.015454634092748165,1.0,0.7946023344993591,0.571868896484375,0.9782660603523254,0.9954621195793152,0.02513357810676098,1.0,0.6339969635009766,1.121003270149231,0.9356814622879028,7.441511154174805,0.12251148372888565,3.061285972595215,0.32159265875816345,0.47320061922073364,3.0721986293792725,0.47320061922073364,0.8101071715354919,0.5416156649589539,0.9816232919692993,1.0,0.004661994520574808,1.0
3,0.6558395028114319,0.8619217872619629,0.9591593146324158,4.429199695587158,0.1397181749343872,3.145254611968994,0.3186052143573761,1.0,0.011029740795493126,1.0,0.8724623918533325,0.3841339945793152,0.9949844479560852,0.9954621195793152,0.023576684296131134,1.0,0.5773353576660156,1.0936554670333862,0.9295558929443359,7.233306407928467,0.16385911405086517,2.920942783355713,0.405819296836853,0.47320061922073364,3.1424453258514404,0.47320061922073364,0.860643208026886,0.4294990301132202,0.9908116459846497,1.0,0.003813031129539013,1.0
4,0.6756627559661865,0.8242174386978149,0.9644136428833008,4.142728805541992,0.17769286036491394,2.9863157272338867,0.36422258615493774,1.0,0.009036971256136894,1.0,0.8982564806938171,0.29800063371658325,0.9959397912025452,0.9957009553909302,0.022340601310133934,1.0,0.5926493406295776,1.0651453733444214,0.9249616861343384,7.107365131378174,0.20826952159404755,2.833472490310669,0.42572739720344543,0.47320061922073364,3.183793544769287,0.47320061922073364,0.8820827007293701,0.3611353933811188,0.9908116459846497,1.0,0.004637985024601221,1.0
5,0.6911870241165161,0.7889646887779236,0.9689515233039856,3.9172475337982178,0.20898017287254333,2.8523595333099365,0.4162885248661041,1.0,0.0071881613694131374,1.0,0.9178409576416016,0.24510958790779114,0.9968951344490051,0.9957009553909302,0.02103290893137455,1.0,0.6125574111938477,1.026594877243042,0.9372128844261169,7.0188188552856445,0.22970902919769287,2.756735324859619,0.4425727427005768,0.47320061922073364,3.243454694747925,0.47320061922073364,0.9203675389289856,0.30800661444664,0.9954057931900024,1.0,0.0069203791208565235,1.0
6,0.7083830833435059,0.7556240558624268,0.9718175530433655,3.712477445602417,0.23214712738990784,2.7220330238342285,0.45497968792915344,1.0,0.006550150457769632,1.0,0.9343205094337463,0.2060556411743164,0.9973728060722351,0.9959397912025452,0.019369611516594887,1.0,0.629402756690979,0.9913741946220398,0.9418070316314697,6.94405460357666,0.23736600577831268,2.6806910037994385,0.4777947962284088,0.47320061922073364,3.301882266998291,0.47320061922073364,0.9326186776161194,0.2700335383415222,0.9954057931900024,1.0,0.009643319062888622,1.0
7,0.7248626947402954,0.7247595191001892,0.9739670157432556,3.5124919414520264,0.2620014250278473,2.585380792617798,0.5070456266403198,1.0,0.0064956871792674065,1.0,0.9462622404098511,0.1751643568277359,0.9980893135070801,0.9961786270141602,0.01743215136229992,1.0,0.6477794647216797,0.9619054198265076,0.9402756690979004,6.899068832397461,0.2327718287706375,2.6066229343414307,0.509954035282135,0.47320061922073364,3.377565622329712,0.47320061922073364,0.9387442469596863,0.24189342558383942,0.9954057931900024,1.0,0.012414533644914627,1.0
8,0.7346549034118652,0.6955448985099792,0.9763553738594055,3.3172755241394043,0.2925722599029541,2.4468817710876465,0.5564843416213989,1.0,0.006327306851744652,1.0,0.9560544490814209,0.14950010180473328,0.9983281493186951,0.9961786270141602,0.015511316247284412,1.0,0.6600306034088135,0.942335844039917,0.9433384537696838,6.8695173263549805,0.2450229674577713,2.5394911766052246,0.5267993807792664,0.47320061922073364,3.4446821212768555,0.47320061922073364,0.9448698163032532,0.22370022535324097,0.9954057931900024,1.0,0.014919099397957325,1.0
9,0.745880126953125,0.6676239967346191,0.9785048961639404,3.130903959274292,0.3219488859176636,2.3116650581359863,0.5989968776702881,1.0,0.005965984892100096,1.0,0.9615476727485657,0.1281088888645172,0.998805820941925,0.9964174628257751,0.013875856064260006,1.0,0.672281801700592,0.9332736730575562,0.9464012384414673,6.851871967315674,0.25421133637428284,2.4779727458953857,0.5405819416046143,0.47320061922073364,3.5074715614318848,0.47320061922073364,0.9402756690979004,0.21279317140579224,0.9954057931900024,1.0,0.01539083942770958,1.0
10,0.7568665146827698,0.6411040425300598,0.9818485975265503,2.9582748413085938,0.3570575714111328,2.1852333545684814,0.6405540704727173,1.0,0.005529115907847881,1.0,0.9644136428833008,0.11002346128225327,0.99904465675354,0.9964174628257751,0.012502893805503845,1.0,0.672281801700592,0.9293995499610901,0.9479326009750366,6.838198661804199,0.26799386739730835,2.4215996265411377,0.5543644428253174,0.47320061922073364,3.5627212524414062,0.4777947962284088,0.9402756690979004,0.2053682655096054,0.9954057931900024,1.0,0.01469739992171526,1.0
